Year,Violation_Group,Category,Value,Category_Group
2012,NO/IMP/EXP TAG,Sheriff_Count,2327,Original Violations
2012,OTHER CRIME,Sheriff_Count,2047,Original Violations
2012,SPD POST ZONE,Sheriff_Count,29823,Original Violations
2012,SPD /TO F/COND,Sheriff_Count,124,Original Violations
2012,CARELESS DR,Sheriff_Count,1911,Original Violations
2012,UNK DR/DL/SUS/RV,Sheriff_Count,3274,Original Violations
2012,FL/YLD/R-O-W,Sheriff_Count,2142,Original Violations
2012,R/STOP SIGN,Sheriff_Count,2330,Original Violations
2012,RED LIGHT CAMERA,Sheriff_Count,1871,Original Violations
2012,RAN RED LIGHT,Sheriff_Count,2842,Original Violations
2012,TR/CNTL/DEV,Sheriff_Count,480,Original Violations
2012,IMP TURN,Sheriff_Count,1165,Original Violations
2012,F/T/S SCHOOL BUS,Sheriff_Count,186,Original Violations
2012,IMP PASSING,Sheriff_Count,232,Original Violations
2012,FOLLOW/CLOSE,Sheriff_Count,870,Original Violations
2012,W/SIDE OF RD,Sheriff_Count,294,Original Violations
2012,IMP LANE CHG,Sheriff_Count,1330,Original Violations
2012,IMP BACKING,Sheriff_Count,337,Original Violations
2012,DR/W-O/LIGHT,Sheriff_Count,459,Original Violations
2012,FAIL/DIM/LIGHTS,Sheriff_Count,121,Original Violations
2012,CHILD RESTRAINT,Sheriff_Count,695,Original Violations
2012,TOLL VIOLATIONS,Sheriff_Count,7,Original Violations
2012,OTHER MOV,Sheriff_Count,2621,Original Violations
2012,LOAD/LEAK/DP,Sheriff_Count,68,Original Violations
2012,IMP PARKING,Sheriff_Count,250,Original Violations
2012,NO HELMET,Sheriff_Count,188,Original Violations
2012,DEF/UNSAFE EQUIP,Sheriff_Count,2854,Original Violations
2012,SEAT BELT VIOL,Sheriff_Count,9465,Original Violations
2012,EXP/FAIL DISP DL,Sheriff_Count,4413,Original Violations
2012,EXP/FAIL DISP TAG,Sheriff_Count,15777,Original Violations
2012,NO PROOF OF INSUR.,Sheriff_Count,18602,Original Violations
2012,BICYCLE/PED,Sheriff_Count,395,Original Violations
2012,OTHER,Sheriff_Count,3849,Original Violations
2013,DUI,Sheriff_Count,1206,Original Violations
2013,RECKLESS DR,Sheriff_Count,139,Original Violations
2013,LV SCENE ACC,Sheriff_Count,442,Original Violations
2013,FLEEING,Sheriff_Count,90,Original Violations
2013,RACING ON HWY,Sheriff_Count,15,Original Violations
2013,NO/IMP/EXP DL,Sheriff_Count,4951,Original Violations
2013,DR/DL/SUS/RV,Sheriff_Count,6586,Original Violations
2013,VIO/DL/REST,Sheriff_Count,109,Original Violations
2013,UNL/USE/DL,Sheriff_Count,62,Original Violations
2013,NO/IMP/EXP TAG,Sheriff_Count,2193,Original Violations
2013,OTHER CRIME,Sheriff_Count,1265,Original Violations
2013,SPD POST ZONE,Sheriff_Count,25077,Original Violations
2013,SPD /TO F/COND,Sheriff_Count,99,Original Violations
2013,CARELESS DR,Sheriff_Count,1983,Original Violations
2013,UNK DR/DL/SUS/RV,Sheriff_Count,2771,Original Violations
2013,FL/YLD/R-O-W,Sheriff_Count,1597,Original Violations
2013,R/STOP SIGN,Sheriff_Count,2032,Original Violations
2013,RED LIGHT CAMERA,Sheriff_Count,1340,Original Violations
2013,RAN RED LIGHT,Sheriff_Count,2467,Original Violations
2013,TR/CNTL/DEV,Sheriff_Count,392,Original Violations
2013,IMP TURN,Sheriff_Count,838,Original Violations
2013,F/T/S SCHOOL BUS,Sheriff_Count,176,Original Violations
2013,IMP PASSING,Sheriff_Count,222,Original Violations
2013,FOLLOW/CLOSE,Sheriff_Count,719,Original Violations
2013,W/SIDE OF RD,Sheriff_Count,259,Original Violations
2013,IMP LANE CHG,Sheriff_Count,1200,Original Violations
2013,IMP BACKING,Sheriff_Count,476,Original Violations
2013,DR/W-O/LIGHT,Sheriff_Count,420,Original Violations
2013,FAIL/DIM/LIGHTS,Sheriff_Count,142,Original Violations
2013,CHILD RESTRAINT,Sheriff_Count,563,Original Violations
2013,TOLL VIOLATIONS,Sheriff_Count,6,Original Violations
2013,OTHER MOV,Sheriff_Count,1971,Original Violations
2013,LOAD/LEAK/DP,Sheriff_Count,62,Original Violations
2013,IMP PARKING,Sheriff_Count,271,Original Violations
2013,NO HELMET,Sheriff_Count,195,Original Violations
2013,DEF/UNSAFE EQUIP,Sheriff_Count,2178,Original Violations
2013,SEAT BELT VIOL,Sheriff_Count,7259,Original Violations
2013,EXP/FAIL DISP DL,Sheriff_Count,3140,Original Violations
2013,EXP/FAIL DISP TAG,Sheriff_Count,15379,Original Violations
2013,NO PROOF OF INSUR.,Sheriff_Count,16864,Original Violations
2013,BICYCLE/PED,Sheriff_Count,315,Original Violations
2013,OTHER,Sheriff_Count,3726,Original Violations
2014,DUI,Sheriff_Count,1158,Original Violations
2014,RECKLESS DR,Sheriff_Count,166,Original Violations
2014,LV SCENE ACC,Sheriff_Count,444,Original Violations
2014,FLEEING,Sheriff_Count,75,Original Violations
2014,RACING ON HWY,Sheriff_Count,20,Original Violations
2014,NO/IMP/EXP DL,Sheriff_Count,4675,Original Violations
2014,DR/DL/SUS/RV,Sheriff_Count,5848,Original Violations
2014,VIO/DL/REST,Sheriff_Count,74,Original Violations
2014,UNL/USE/DL,Sheriff_Count,102,Original Violations
2014,NO/IMP/EXP TAG,Sheriff_Count,1974,Original Violations
2014,OTHER CRIME,Sheriff_Count,1234,Original Violations
2014,SPD POST ZONE,Sheriff_Count,20693,Original Violations
2014,SPD /TO F/COND,Sheriff_Count,99,Original Violations
2014,CARELESS DR,Sheriff_Count,1777,Original Violations
2014,UNK DR/DL/SUS/RV,Sheriff_Count,2916,Original Violations
2014,FL/YLD/R-O-W,Sheriff_Count,1559,Original Violations
2014,R/STOP SIGN,Sheriff_Count,1811,Original Violations
2014,RED LIGHT CAMERA,Sheriff_Count,1016,Original Violations
2014,RAN RED LIGHT,Sheriff_Count,2198,Original Violations
2014,TR/CNTL/DEV,Sheriff_Count,392,Original Violations
2014,IMP TURN,Sheriff_Count,735,Original Violations
2014,F/T/S SCHOOL BUS,Sheriff_Count,165,Original Violations
2014,IMP PASSING,Sheriff_Count,172,Original Violations
2014,FOLLOW/CLOSE,Sheriff_Count,564,Original Violations
2014,W/SIDE OF RD,Sheriff_Count,269,Original Violations
2014,IMP LANE CHG,Sheriff_Count,1135,Original Violations
2014,IMP BACKING,Sheriff_Count,343,Original Violations
2014,DR/W-O/LIGHT,Sheriff_Count,324,Original Violations
2014,FAIL/DIM/LIGHTS,Sheriff_Count,97,Original Violations
2014,CHILD RESTRAINT,Sheriff_Count,463,Original Violations
2014,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2014,OTHER MOV,Sheriff_Count,1302,Original Violations
2014,LOAD/LEAK/DP,Sheriff_Count,44,Original Violations
2014,IMP PARKING,Sheriff_Count,235,Original Violations
2014,NO HELMET,Sheriff_Count,192,Original Violations
2014,DEF/UNSAFE EQUIP,Sheriff_Count,1998,Original Violations
2014,SEAT BELT VIOL,Sheriff_Count,7709,Original Violations
2014,EXP/FAIL DISP DL,Sheriff_Count,2961,Original Violations
2014,EXP/FAIL DISP TAG,Sheriff_Count,13244,Original Violations
2014,NO PROOF OF INSUR.,Sheriff_Count,14598,Original Violations
2014,BICYCLE/PED,Sheriff_Count,733,Original Violations
2014,OTHER,Sheriff_Count,3457,Original Violations
2015,DUI,Sheriff_Count,1082,Original Violations
2015,RECKLESS DR,Sheriff_Count,169,Original Violations
2015,LV SCENE ACC,Sheriff_Count,391,Original Violations
2015,FLEEING,Sheriff_Count,67,Original Violations
2015,RACING ON HWY,Sheriff_Count,20,Original Violations
2015,NO/IMP/EXP DL,Sheriff_Count,4570,Original Violations
2015,DR/DL/SUS/RV,Sheriff_Count,5089,Original Violations
2015,VIO/DL/REST,Sheriff_Count,27,Original Violations
2015,UNL/USE/DL,Sheriff_Count,59,Original Violations
2015,NO/IMP/EXP TAG,Sheriff_Count,1837,Original Violations
2015,OTHER CRIME,Sheriff_Count,1356,Original Violations
2015,SPD POST ZONE,Sheriff_Count,20705,Original Violations
2015,SPD /TO F/COND,Sheriff_Count,102,Original Violations
2015,CARELESS DR,Sheriff_Count,1331,Original Violations
2015,UNK DR/DL/SUS/RV,Sheriff_Count,2603,Original Violations
2015,FL/YLD/R-O-W,Sheriff_Count,1368,Original Violations
2015,R/STOP SIGN,Sheriff_Count,1869,Original Violations
2015,RED LIGHT CAMERA,Sheriff_Count,17,Original Violations
2015,RAN RED LIGHT,Sheriff_Count,2334,Original Violations
2015,TR/CNTL/DEV,Sheriff_Count,589,Original Violations
2015,IMP TURN,Sheriff_Count,380,Original Violations
2015,F/T/S SCHOOL BUS,Sheriff_Count,107,Original Violations
2015,IMP PASSING,Sheriff_Count,238,Original Violations
2015,FOLLOW/CLOSE,Sheriff_Count,527,Original Violations
2015,W/SIDE OF RD,Sheriff_Count,256,Original Violations
2015,IMP LANE CHG,Sheriff_Count,903,Original Violations
2015,IMP BACKING,Sheriff_Count,237,Original Violations
2015,DR/W-O/LIGHT,Sheriff_Count,286,Original Violations
2015,FAIL/DIM/LIGHTS,Sheriff_Count,79,Original Violations
2015,CHILD RESTRAINT,Sheriff_Count,377,Original Violations
2015,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2015,OTHER MOV,Sheriff_Count,1659,Original Violations
2015,LOAD/LEAK/DP,Sheriff_Count,28,Original Violations
2015,IMP PARKING,Sheriff_Count,622,Original Violations
2015,NO HELMET,Sheriff_Count,173,Original Violations
2015,DEF/UNSAFE EQUIP,Sheriff_Count,1692,Original Violations
2015,SEAT BELT VIOL,Sheriff_Count,6289,Original Violations
2015,EXP/FAIL DISP DL,Sheriff_Count,3005,Original Violations
2015,EXP/FAIL DISP TAG,Sheriff_Count,11131,Original Violations
2015,NO PROOF OF INSUR.,Sheriff_Count,10626,Original Violations
2015,BICYCLE/PED,Sheriff_Count,750,Original Violations
2015,OTHER,Sheriff_Count,2762,Original Violations
2016,DUI,Sheriff_Count,1066,Original Violations
2016,RECKLESS DR,Sheriff_Count,142,Original Violations
2016,LV SCENE ACC,Sheriff_Count,507,Original Violations
2016,FLEEING,Sheriff_Count,61,Original Violations
2016,RACING ON HWY,Sheriff_Count,17,Original Violations
2016,NO/IMP/EXP DL,Sheriff_Count,5148,Original Violations
2016,DR/DL/SUS/RV,Sheriff_Count,4044,Original Violations
2016,VIO/DL/REST,Sheriff_Count,17,Original Violations
2016,UNL/USE/DL,Sheriff_Count,36,Original Violations
2016,NO/IMP/EXP TAG,Sheriff_Count,1877,Original Violations
2016,OTHER CRIME,Sheriff_Count,1773,Original Violations
2016,SPD POST ZONE,Sheriff_Count,20948,Original Violations
2016,SPD /TO F/COND,Sheriff_Count,123,Original Violations
2016,CARELESS DR,Sheriff_Count,1347,Original Violations
2016,UNK DR/DL/SUS/RV,Sheriff_Count,2117,Original Violations
2016,FL/YLD/R-O-W,Sheriff_Count,1290,Original Violations
2016,R/STOP SIGN,Sheriff_Count,1962,Original Violations
2016,RED LIGHT CAMERA,Sheriff_Count,13,Original Violations
2016,RAN RED LIGHT,Sheriff_Count,2133,Original Violations
2016,TR/CNTL/DEV,Sheriff_Count,949,Original Violations
2016,IMP TURN,Sheriff_Count,478,Original Violations
2016,F/T/S SCHOOL BUS,Sheriff_Count,123,Original Violations
2016,IMP PASSING,Sheriff_Count,184,Original Violations
2016,FOLLOW/CLOSE,Sheriff_Count,502,Original Violations
2016,W/SIDE OF RD,Sheriff_Count,240,Original Violations
2016,IMP LANE CHG,Sheriff_Count,1036,Original Violations
2016,IMP BACKING,Sheriff_Count,225,Original Violations
2016,TEXT/DRIVING(M),Sheriff_Count,0,Original Violations
2016,DR/W-O/LIGHT,Sheriff_Count,295,Original Violations
2016,FAIL/DIM/LIGHTS,Sheriff_Count,61,Original Violations
2016,CHILD RESTRAINT,Sheriff_Count,325,Original Violations
2016,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2016,OTHER MOV,Sheriff_Count,1587,Original Violations
2016,LOAD/LEAK/DP,Sheriff_Count,35,Original Violations
2016,IMP PARKING,Sheriff_Count,439,Original Violations
2016,NO HELMET,Sheriff_Count,123,Original Violations
2016,DEF/UNSAFE EQUIP,Sheriff_Count,1472,Original Violations
2016,SEAT BELT VIOL,Sheriff_Count,3677,Original Violations
2016,EXP/FAIL DISP DL,Sheriff_Count,2919,Original Violations
2016,EXP/FAIL DISP TAG,Sheriff_Count,9524,Original Violations
2016,NO PROOF OF INSUR.,Sheriff_Count,9079,Original Violations
2016,TEXTING/DRIVING,Sheriff_Count,55,Original Violations
2016,BICYCLE/PED,Sheriff_Count,245,Original Violations
2016,OTHER,Sheriff_Count,2575,Original Violations
2017,DUI,Sheriff_Count,1187,Original Violations
2017,RECKLESS DR,Sheriff_Count,127,Original Violations
2017,LV SCENE ACC,Sheriff_Count,410,Original Violations
2017,FLEEING,Sheriff_Count,101,Original Violations
2017,RACING ON HWY,Sheriff_Count,20,Original Violations
2017,NO/IMP/EXP DL,Sheriff_Count,5019,Original Violations
2017,DR/DL/SUS/RV,Sheriff_Count,4348,Original Violations
2017,VIO/DL/REST,Sheriff_Count,10,Original Violations
2017,UNL/USE/DL,Sheriff_Count,53,Original Violations
2017,NO/IMP/EXP TAG,Sheriff_Count,2141,Original Violations
2017,OTHER CRIME,Sheriff_Count,2525,Original Violations
2017,SPD POST ZONE,Sheriff_Count,20622,Original Violations
2017,SPD /TO F/COND,Sheriff_Count,96,Original Violations
2017,CARELESS DR,Sheriff_Count,1277,Original Violations
2017,UNK DR/DL/SUS/RV,Sheriff_Count,2213,Original Violations
2017,FL/YLD/R-O-W,Sheriff_Count,1534,Original Violations
2017,R/STOP SIGN,Sheriff_Count,2378,Original Violations
2017,RED LIGHT CAMERA,Sheriff_Count,14,Original Violations
2017,RAN RED LIGHT,Sheriff_Count,2355,Original Violations
2017,TR/CNTL/DEV,Sheriff_Count,710,Original Violations
2017,IMP TURN,Sheriff_Count,430,Original Violations
2017,F/T/S SCHOOL BUS,Sheriff_Count,120,Original Violations
2017,IMP PASSING,Sheriff_Count,234,Original Violations
2017,FOLLOW/CLOSE,Sheriff_Count,471,Original Violations
2017,W/SIDE OF RD,Sheriff_Count,237,Original Violations
2017,IMP LANE CHG,Sheriff_Count,1008,Original Violations
2017,IMP BACKING,Sheriff_Count,207,Original Violations
2017,DR/W-O/LIGHT,Sheriff_Count,264,Original Violations
2017,FAIL/DIM/LIGHTS,Sheriff_Count,55,Original Violations
2017,CHILD RESTRAINT,Sheriff_Count,381,Original Violations
2017,OTHER MOV,Sheriff_Count,1581,Original Violations
2017,LOAD/LEAK/DP,Sheriff_Count,32,Original Violations
2017,IMP PARKING,Sheriff_Count,374,Original Violations
2017,NO HELMET,Sheriff_Count,131,Original Violations
2017,DEF/UNSAFE EQUIP,Sheriff_Count,1604,Original Violations
2017,SEAT BELT VIOL,Sheriff_Count,4574,Original Violations
2017,EXP/FAIL DISP DL,Sheriff_Count,2980,Original Violations
2017,EXP/FAIL DISP TAG,Sheriff_Count,9549,Original Violations
2017,NO PROOF OF INSUR.,Sheriff_Count,8964,Original Violations
2017,TEXTING/DRIVING,Sheriff_Count,86,Original Violations
2017,BICYCLE/PED,Sheriff_Count,192,Original Violations
2017,OTHER,Sheriff_Count,2651,Original Violations
2018,DUI,Sheriff_Count,1003,Original Violations
2018,RECKLESS DR,Sheriff_Count,139,Original Violations
2018,LV SCENE ACC,Sheriff_Count,451,Original Violations
2018,FLEEING,Sheriff_Count,104,Original Violations
2018,RACING ON HWY,Sheriff_Count,22,Original Violations
2018,NO/IMP/EXP DL,Sheriff_Count,5443,Original Violations
2018,DR/DL/SUS/RV,Sheriff_Count,4227,Original Violations
2018,VIO/DL/REST,Sheriff_Count,8,Original Violations
2018,UNL/USE/DL,Sheriff_Count,34,Original Violations
2018,NO/IMP/EXP TAG,Sheriff_Count,2329,Original Violations
2018,OTHER CRIME,Sheriff_Count,3080,Original Violations
2018,SPD POST ZONE,Sheriff_Count,23670,Original Violations
2018,SPD /TO F/COND,Sheriff_Count,135,Original Violations
2018,CARELESS DR,Sheriff_Count,1176,Original Violations
2018,UNK DR/DL/SUS/RV,Sheriff_Count,2574,Original Violations
2018,FL/YLD/R-O-W,Sheriff_Count,1304,Original Violations
2018,R/STOP SIGN,Sheriff_Count,1991,Original Violations
2018,RED LIGHT CAMERA,Sheriff_Count,16,Original Violations
2018,RAN RED LIGHT,Sheriff_Count,2459,Original Violations
2018,TR/CNTL/DEV,Sheriff_Count,916,Original Violations
2018,IMP TURN,Sheriff_Count,492,Original Violations
2018,F/T/S SCHOOL BUS,Sheriff_Count,150,Original Violations
2018,IMP PASSING,Sheriff_Count,307,Original Violations
2018,FOLLOW/CLOSE,Sheriff_Count,422,Original Violations
2018,W/SIDE OF RD,Sheriff_Count,339,Original Violations
2018,IMP LANE CHG,Sheriff_Count,1078,Original Violations
2018,IMP BACKING,Sheriff_Count,161,Original Violations
2018,DR/W-O/LIGHT,Sheriff_Count,269,Original Violations
2018,FAIL/DIM/LIGHTS,Sheriff_Count,52,Original Violations
2018,CHILD RESTRAINT,Sheriff_Count,496,Original Violations
2018,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2018,OTHER MOV,Sheriff_Count,1761,Original Violations
2018,LOAD/LEAK/DP,Sheriff_Count,34,Original Violations
2018,IMP PARKING,Sheriff_Count,340,Original Violations
2018,NO HELMET,Sheriff_Count,143,Original Violations
2018,DEF/UNSAFE EQUIP,Sheriff_Count,1975,Original Violations
2018,SEAT BELT VIOL,Sheriff_Count,7568,Original Violations
2018,EXP/FAIL DISP DL,Sheriff_Count,3637,Original Violations
2018,EXP/FAIL DISP TAG,Sheriff_Count,11433,Original Violations
2018,NO PROOF OF INSUR.,Sheriff_Count,11640,Original Violations
2018,TEXTING/DRIVING,Sheriff_Count,81,Original Violations
2018,BICYCLE/PED,Sheriff_Count,207,Original Violations
2018,OTHER,Sheriff_Count,2852,Original Violations
2019,DUI,Sheriff_Count,1109,Original Violations
2019,RECKLESS DR,Sheriff_Count,158,Original Violations
2019,LV SCENE ACC,Sheriff_Count,448,Original Violations
2019,FLEEING,Sheriff_Count,101,Original Violations
2019,RACING ON HWY,Sheriff_Count,27,Original Violations
2019,NO/IMP/EXP DL,Sheriff_Count,5683,Original Violations
2019,DR/DL/SUS/RV,Sheriff_Count,4463,Original Violations
2019,VIO/DL/REST,Sheriff_Count,5,Original Violations
2019,UNL/USE/DL,Sheriff_Count,22,Original Violations
2019,NO/IMP/EXP TAG,Sheriff_Count,2334,Original Violations
2019,OTHER CRIME,Sheriff_Count,1450,Original Violations
2019,SPD POST ZONE,Sheriff_Count,26568,Original Violations
2019,SPD /TO F/COND,Sheriff_Count,124,Original Violations
2019,CARELESS DR,Sheriff_Count,948,Original Violations
2019,UNK DR/DL/SUS/RV,Sheriff_Count,2834,Original Violations
2019,FL/YLD/R-O-W,Sheriff_Count,1377,Original Violations
2019,R/STOP SIGN,Sheriff_Count,2288,Original Violations
2019,RED LIGHT CAMERA,Sheriff_Count,64,Original Violations
2019,RAN RED LIGHT,Sheriff_Count,2444,Original Violations
2019,TR/CNTL/DEV,Sheriff_Count,917,Original Violations
2019,IMP TURN,Sheriff_Count,461,Original Violations
2019,F/T/S SCHOOL BUS,Sheriff_Count,186,Original Violations
2019,IMP PASSING,Sheriff_Count,263,Original Violations
2019,FOLLOW/CLOSE,Sheriff_Count,386,Original Violations
2019,W/SIDE OF RD,Sheriff_Count,301,Original Violations
2019,IMP LANE CHG,Sheriff_Count,1007,Original Violations
2019,IMP BACKING,Sheriff_Count,121,Original Violations
2019,DR/W-O/LIGHT,Sheriff_Count,286,Original Violations
2019,FAIL/DIM/LIGHTS,Sheriff_Count,55,Original Violations
2019,CHILD RESTRAINT,Sheriff_Count,432,Original Violations
2019,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2019,OTHER MOV,Sheriff_Count,1580,Original Violations
2019,LOAD/LEAK/DP,Sheriff_Count,29,Original Violations
2019,IMP PARKING,Sheriff_Count,347,Original Violations
2019,NO HELMET,Sheriff_Count,127,Original Violations
2019,DEF/UNSAFE EQUIP,Sheriff_Count,1819,Original Violations
2019,SEAT BELT VIOL,Sheriff_Count,4679,Original Violations
2019,EXP/FAIL DISP DL,Sheriff_Count,3393,Original Violations
2019,EXP/FAIL DISP TAG,Sheriff_Count,10304,Original Violations
2019,NO PROOF OF INSUR.,Sheriff_Count,10437,Original Violations
2019,TEXTING/DRIVING,Sheriff_Count,58,Original Violations
2019,BICYCLE/PED,Sheriff_Count,135,Original Violations
2019,OTHER,Sheriff_Count,2366,Original Violations
2020,DUI,Sheriff_Count,868,Original Violations
2020,RECKLESS DR,Sheriff_Count,163,Original Violations
2020,LV SCENE ACC,Sheriff_Count,360,Original Violations
2020,FLEEING,Sheriff_Count,129,Original Violations
2020,RACING ON HWY,Sheriff_Count,23,Original Violations
2020,NO/IMP/EXP DL,Sheriff_Count,3637,Original Violations
2020,DR/DL/SUS/RV,Sheriff_Count,2809,Original Violations
2020,VIO/DL/REST,Sheriff_Count,9,Original Violations
2020,UNL/USE/DL,Sheriff_Count,12,Original Violations
2020,NO/IMP/EXP TAG,Sheriff_Count,1484,Original Violations
2020,OTHER CRIME,Sheriff_Count,369,Original Violations
2020,SPD POST ZONE,Sheriff_Count,12722,Original Violations
2020,SPD /TO F/COND,Sheriff_Count,125,Original Violations
2020,CARELESS DR,Sheriff_Count,605,Original Violations
2020,UNK DR/DL/SUS/RV,Sheriff_Count,1650,Original Violations
2020,FL/YLD/R-O-W,Sheriff_Count,677,Original Violations
2020,R/STOP SIGN,Sheriff_Count,1167,Original Violations
2020,RED LIGHT CAMERA,Sheriff_Count,33,Original Violations
2020,RAN RED LIGHT,Sheriff_Count,1353,Original Violations
2020,TR/CNTL/DEV,Sheriff_Count,423,Original Violations
2020,IMP TURN,Sheriff_Count,194,Original Violations
2020,F/T/S SCHOOL BUS,Sheriff_Count,50,Original Violations
2020,IMP PASSING,Sheriff_Count,179,Original Violations
2020,FOLLOW/CLOSE,Sheriff_Count,208,Original Violations
2020,W/SIDE OF RD,Sheriff_Count,174,Original Violations
2020,IMP LANE CHG,Sheriff_Count,526,Original Violations
2020,IMP BACKING,Sheriff_Count,84,Original Violations
2020,TEXT/DRIVING(M),Sheriff_Count,21,Original Violations
2020,DR/W-O/LIGHT,Sheriff_Count,159,Original Violations
2020,FAIL/DIM/LIGHTS,Sheriff_Count,17,Original Violations
2020,CHILD RESTRAINT,Sheriff_Count,184,Original Violations
2020,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2020,OTHER MOV,Sheriff_Count,944,Original Violations
2020,LOAD/LEAK/DP,Sheriff_Count,30,Original Violations
2020,IMP PARKING,Sheriff_Count,173,Original Violations
2020,NO HELMET,Sheriff_Count,54,Original Violations
2020,DEF/UNSAFE EQUIP,Sheriff_Count,824,Original Violations
2020,SEAT BELT VIOL,Sheriff_Count,2249,Original Violations
2020,EXP/FAIL DISP DL,Sheriff_Count,1618,Original Violations
2020,EXP/FAIL DISP TAG,Sheriff_Count,5382,Original Violations
2020,NO PROOF OF INSUR.,Sheriff_Count,5659,Original Violations
2020,TEXTING/DRIVING,Sheriff_Count,38,Original Violations
2020,BICYCLE/PED,Sheriff_Count,70,Original Violations
2020,OTHER,Sheriff_Count,1414,Original Violations
2021,DUI,Sheriff_Count,1070,Original Violations
2021,RECKLESS DR,Sheriff_Count,202,Original Violations
2021,LV SCENE ACC,Sheriff_Count,328,Original Violations
2021,FLEEING,Sheriff_Count,137,Original Violations
2021,RACING ON HWY,Sheriff_Count,38,Original Violations
2021,NO/IMP/EXP DL,Sheriff_Count,5280,Original Violations
2021,DR/DL/SUS/RV,Sheriff_Count,3612,Original Violations
2021,VIO/DL/REST,Sheriff_Count,8,Original Violations
2021,UNL/USE/DL,Sheriff_Count,59,Original Violations
2021,NO/IMP/EXP TAG,Sheriff_Count,1932,Original Violations
2021,OTHER CRIME,Sheriff_Count,355,Original Violations
2021,SPD POST ZONE,Sheriff_Count,24479,Original Violations
2021,SPD /TO F/COND,Sheriff_Count,52,Original Violations
2021,CARELESS DR,Sheriff_Count,730,Original Violations
2021,UNK DR/DL/SUS/RV,Sheriff_Count,2405,Original Violations
2021,FL/YLD/R-O-W,Sheriff_Count,913,Original Violations
2021,R/STOP SIGN,Sheriff_Count,1251,Original Violations
2021,RED LIGHT CAMERA,Sheriff_Count,13,Original Violations
2021,RAN RED LIGHT,Sheriff_Count,1928,Original Violations
2021,TR/CNTL/DEV,Sheriff_Count,677,Original Violations
2021,IMP TURN,Sheriff_Count,361,Original Violations
2021,F/T/S SCHOOL BUS,Sheriff_Count,71,Original Violations
2021,IMP PASSING,Sheriff_Count,282,Original Violations
2021,FOLLOW/CLOSE,Sheriff_Count,288,Original Violations
2021,W/SIDE OF RD,Sheriff_Count,222,Original Violations
2021,IMP LANE CHG,Sheriff_Count,656,Original Violations
2021,IMP BACKING,Sheriff_Count,68,Original Violations
2021,TEXT/DRIVING(M),Sheriff_Count,17,Original Violations
2021,DR/W-O/LIGHT,Sheriff_Count,206,Original Violations
2021,FAIL/DIM/LIGHTS,Sheriff_Count,46,Original Violations
2021,CHILD RESTRAINT,Sheriff_Count,402,Original Violations
2021,TOLL VIOLATIONS,Sheriff_Count,0,Original Violations
2021,OTHER MOV,Sheriff_Count,1611,Original Violations
2021,LOAD/LEAK/DP,Sheriff_Count,35,Original Violations
2021,IMP PARKING,Sheriff_Count,308,Original Violations
2021,NO HELMET,Sheriff_Count,87,Original Violations
2021,DEF/UNSAFE EQUIP,Sheriff_Count,1074,Original Violations
2021,SEAT BELT VIOL,Sheriff_Count,5806,Original Violations
2021,EXP/FAIL DISP DL,Sheriff_Count,2221,Original Violations
2021,EXP/FAIL DISP TAG,Sheriff_Count,8541,Original Violations
2021,NO PROOF OF INSUR.,Sheriff_Count,8723,Original Violations
2021,TEXTING/DRIVING,Sheriff_Count,86,Original Violations
2021,BICYCLE/PED,Sheriff_Count,64,Original Violations
2021,OTHER,Sheriff_Count,2570,Original Violations
2022,DUI,Sheriff_Count,1091,Original Violations
2022,RECKLESS DR,Sheriff_Count,189,Original Violations
2022,LV SCENE ACC,Sheriff_Count,311,Original Violations
2022,FLEEING,Sheriff_Count,160,Original Violations
2022,RACING ON HWY,Sheriff_Count,83,Original Violations
2022,NO/IMP/EXP DL,Sheriff_Count,5350,Original Violations
2022,DR/DL/SUS/RV,Sheriff_Count,3414,Original Violations
2022,VIO/DL/REST,Sheriff_Count,9,Original Violations
2022,UNL/USE/DL,Sheriff_Count,73,Original Violations
2022,NO/IMP/EXP TAG,Sheriff_Count,1541,Original Violations
2022,OTHER CRIME,Sheriff_Count,372,Original Violations
2022,SPD POST ZONE,Sheriff_Count,25562,Original Violations
2022,SPD /TO F/COND,Sheriff_Count,57,Original Violations
2022,CARELESS DR,Sheriff_Count,819,Original Violations
2022,UNK DR/DL/SUS/RV,Sheriff_Count,2793,Original Violations
2022,FL/YLD/R-O-W,Sheriff_Count,1037,Original Violations
2022,R/STOP SIGN,Sheriff_Count,1077,Original Violations
2022,RED LIGHT CAMERA,Sheriff_Count,22,Original Violations
2022,RAN RED LIGHT,Sheriff_Count,2207,Original Violations
2022,TR/CNTL/DEV,Sheriff_Count,1009,Original Violations
2022,IMP TURN,Sheriff_Count,391,Original Violations
2022,F/T/S SCHOOL BUS,Sheriff_Count,75,Original Violations
2022,IMP PASSING,Sheriff_Count,290,Original Violations
2022,FOLLOW/CLOSE,Sheriff_Count,296,Original Violations
2022,W/SIDE OF RD,Sheriff_Count,227,Original Violations
2022,IMP LANE CHG,Sheriff_Count,661,Original Violations
